Name,Fertility,Photoperiod,Temperature,Rainfall,pH,Light_Hours,Light_Intensity,Rh,Nitrogen,Phosphorus,Potassium,Category_pH,Soil_Type,Season
Cucumbers,High,Short Day Period,28.48494774,1023.833721,7.427206567,8.378808339,519.6542719,80.46259385,49.74471071,25.95946438,71.84280364,alkaline,Loam,Summer
Chilli Peppers,Moderate,Short Day Period,19.58188147,910.4992693,6.082101547,9.761854703,786.5171485,74.96298423,355.6543515,146.7578517,523.3447634,slightly_acidic,Sandy Loam,Winter
Spinach,High,Short Day Period,17.14757276,1111.902814,5.985032977,12.75806575,241.2077915,54.47696502,118.8665331,62.20805488,63.54866319,moderately_acidic,Sandy Loam,Spring
Cauliflowers,High,Short Day Period,18.243955,808.2914638,5.769816765,6.850068565,437.4808164,56.88184873,168.9882576,76.88601095,182.7099205,moderately_acidic,Sandy Clay Loam,Winter
Strawberry,Moderate,Short Day Period,16.65804305,705.6810425,6.705554392,13.50571457,596.1033742,92.75020523,150.6802916,119.7813795,242.9838386,neutral,Sandy Loam,Summer
Endive,High,Short Day Period,16.54927007,1241.1009,7.016419969,13.22078693,251.7733037,43.97447569,57.92532382,58.50727765,193.6864671,neutral,Loam,Fall
Kale,High,Day Neutral,17.32674856,733.2983378,5.706399109,12.16011877,81.2957859,94.38883346,174.1543383,57.11775653,132.5231223,moderately_acidic,Loam,Spring
Cress,High,Short Day Period,16.79850311,1639.513919,6.749069843,9.857892183,295.4861799,45.1730454,97.55766185,118.7901173,91.43503068,neutral,Sandy Clay Loam,Winter
Potatoes,Moderate,Short Day Period,19.63630707,713.0215714,5.569186792,7.605359463,348.804651,65.84623141,250.5743435,87.56898613,235.9744317,moderately_acidic,Sandy Clay Loam,Spring
Watermelon,Moderate,Short Day Period,33.1604784,724.6707019,6.036884557,6.878526558,338.7987796,90.37134866,100.9004393,51.51518349,62.59976182,slightly_acidic,Loam,Summer
Asparagus,High,Short Day Period,24.29793026,1206.031133,6.417340401,8.553834605,383.0752597,41.57729655,162.738748,65.42375821,160.8952325,slightly_acidic,Sandy Loam,Spring
Watermelon,Moderate,Short Day Period,33.56722331,433.4832572,6.269123704,6.866616835,306.7886756,89.61811512,104.7375914,30.92198175,81.21294805,slightly_acidic,Sandy Loam,Spring
Endive,High,Day Neutral,18.43290461,1106.657532,7.011731062,12.83454139,259.3693123,62.93337596,49.62472309,158.8547393,197.7036711,neutral,Loam,Fall
Tomatoes,High,Short Day Period,21.09215787,579.062845,6.249497349,7.572561811,423.5014951,56.98821333,136.6603812,164.0388339,337.1479681,slightly_acidic,Sandy Loam,Spring
Cabbage,High,Short Day Period,22.97017816,730.2713942,6.450732953,7.669788499,258.1695653,81.83383368,141.9706005,94.92447355,192.9246258,slightly_acidic,Loam,Summer
Strawberry,Moderate,Day Neutral,8.789491577,682.7375079,6.288095521,13.13691436,465.8883726,94.58611794,163.1203945,113.5520395,240.5910931,slightly_acidic,Loam,Summer
Strawberry,Moderate,Day Neutral,23.02501034,696.8631645,6.525840538,12.93251785,448.0009986,94.25473454,167.1326702,121.4938604,245.3536339,neutral,Loam,Spring
Broccoli,High,Short Day Period,19.93071084,864.7082565,6.257421945,7.000414182,363.0087837,60.13184473,89.82845532,76.72135332,154.9551396,slightly_acidic,Loam,Spring
Watermelon,High,Short Day Period,29.26969808,448.2964411,6.474604261,7.160521414,247.4794792,89.6401043,93.97439828,38.19593327,70.03526803,slightly_acidic,Sandy Loam,Winter
Cauliflowers,High,Short Day Period,19.90375608,929.9067791,6.548963127,7.621331087,494.7197647,55.19637771,146.198532,62.14904037,188.4543982,neutral,Loam,Fall
Arugula,Moderate,Day Neutral,18.43126761,798.3773997,7.288510391,11.44056051,177.5091624,34.91431402,173.3535631,334.0794548,159.1924835,neutral,Clay Loam,Spring
Spinach,High,Short Day Period,15.57385673,949.2533592,6.934828025,12.41808394,208.6159772,48.09557551,134.5771649,70.92255965,60.11268475,neutral,Sandy Loam,Fall
Chard,High,Day Neutral,22.67730635,703.4031842,6.690057627,13.09729558,919.0603809,49.68042783,194.330494,194.2359035,376.2457108,neutral,Loam,Summer
Endive,High,Short Day Period,20.23011626,1056.587723,7.108863388,12.79077525,216.3198382,53.6707747,47.52417469,115.2300946,188.3134127,neutral,Loam,Fall
Radicchio,Moderate,Short Day Period,17.61438391,2164.761168,7.154270656,5.500819872,225.777158,95.47113518,133.0276353,46.78471467,81.82588618,neutral,Loam,Fall
Chilli Peppers,Moderate,Short Day Period,22.19019752,1171.401734,6.46246876,10.22302465,647.2605785,83.05627596,327.5382701,143.7583526,519.0065571,slightly_acidic,Sandy Loam,Spring
Green Peas,High,Short Day Period,13.42448478,1039.424993,5.819927797,6.884647981,392.6734084,67.22383947,137.4324452,49.47122194,115.6837227,moderately_acidic,Silt Loam,Fall
Beet,High,Short Day Period,21.06955325,644.0316848,6.387460176,6.591940269,124.0213646,98.42261276,104.9638062,143.0376236,107.0661708,slightly_acidic,Sandy Loam,Fall
Arugula,High,Short Day Period,17.67631827,518.9316181,7.428320152,11.12058606,273.7987907,33.94183242,153.9589461,326.9362158,170.6321877,alkaline,Loam,Spring
Lettuce,Moderate,Long Day Period,14.21702311,1214.429761,6.663637888,15.12744905,381.5633086,76.96328905,133.8254058,49.65179448,228.7145064,neutral,Sandy Loam,Spring
Chilli Peppers,Moderate,Short Day Period,15.46406542,738.3455178,6.362058613,7.663294151,463.3048604,80.25253969,331.0128368,143.7998686,529.3855782,slightly_acidic,Sandy Clay Loam,Spring
Arugula,Moderate,Day Neutral,21.19425362,783.1708503,7.365558676,11.20121175,198.5477539,33.6668513,154.4075116,335.7042717,156.4754846,alkaline,Loam,Spring
Radicchio,Moderate,Short Day Period,20.45011019,2258.879957,6.069769464,6.384555567,207.3853518,93.7647265,133.8991695,35.42350728,88.35617055,slightly_acidic,Sandy Loam,Fall
Strawberry,High,Day Neutral,14.81448411,724.5074923,6.120311319,13.20985091,496.4584013,92.74050863,152.2582267,122.3799692,255.5074111,slightly_acidic,Sandy Loam,Spring
Lettuce,Moderate,Day Neutral,12.31988908,1240.614806,6.329088083,13.26715841,555.6960289,58.79932054,140.9488512,40.92760481,237.2975485,slightly_acidic,Silt Loam,Spring
Tomatoes,High,Day Neutral,21.36913461,490.8214702,6.638866023,7.085372966,457.151295,59.74135413,144.0784664,144.6451569,318.9523379,neutral,Sandy Loam,Summer
Eggplants,High,Short Day Period,22.52531547,1582.524239,5.472186978,8.702280429,659.5492837,54.7960567,145.4135002,150.8176562,224.1088244,strongly_acidic,Clay Loam,Summer
Asparagus,Moderate,Short Day Period,15.67313721,828.6661771,6.150079677,8.866476443,423.6737987,62.11639865,178.0517774,92.58597728,177.336855,slightly_acidic,Sandy Loam,Spring
Cabbage,High,Short Day Period,15.33133842,762.2517656,5.375938208,6.91151471,228.7614596,62.37766754,152.0674987,61.39500634,188.4261406,strongly_acidic,Sandy Clay Loam,Summer
Lettuce,High,Day Neutral,14.51459819,1146.444612,6.355542454,14.37928733,480.1154859,59.52970182,135.4832411,43.79106317,238.4156576,slightly_acidic,Sandy Loam,Fall
Grapes,High,Day Neutral,16.04886504,765.6373405,7.300024945,13.7588972,598.5204508,92.34897233,131.4237737,67.6798297,139.157836,alkaline,Silt Loam,Winter
Cress,High,Short Day Period,16.65844719,1300.614526,6.763928014,11.46186988,418.9044704,50.19346236,100.4876359,115.9244375,88.33688468,neutral,Sandy Clay Loam,Fall
Lettuce,Moderate,Long Day Period,13.34459811,1117.295329,6.440978776,12.87410681,407.4105581,68.71928317,133.3352316,49.72862678,233.0274963,slightly_acidic,Silt Loam,Spring
Arugula,High,Short Day Period,20.06248583,552.5792047,7.701794478,10.76567503,285.9553582,36.49846204,162.8078531,350.273268,161.3792589,alkaline,Sandy Loam,Spring
Beet,High,Day Neutral,18.87559856,694.9026542,6.213357045,6.118335559,92.92909312,99.11117347,122.657882,141.9846224,92.87645537,slightly_acidic,Silt Loam,Fall
Radicchio,Moderate,Short Day Period,20.22136656,2057.596051,6.392972436,7.044490176,178.0390009,95.54752779,129.5957182,39.00190962,93.03076545,slightly_acidic,Loam,Spring
Chard,High,Day Neutral,19.92020686,676.7179434,6.210454434,13.2005078,968.4226053,47.10139793,176.3991443,212.6943988,349.3775428,slightly_acidic,Silt Loam,Fall
Watermelon,High,Short Day Period,36.25902406,615.8327591,6.194830909,7.219818054,291.7371302,91.68178179,90.58899417,44.33063654,89.55434821,slightly_acidic,Sandy Loam,Summer
Beet,High,Short Day Period,23.26622047,714.9839256,6.587493585,6.343492739,135.3145793,98.99374851,148.0529965,168.8592399,106.6293087,neutral,Clay Loam,Fall
Chard,High,Day Neutral,20.77055584,654.3598743,6.202376899,14.16259983,959.1954321,46.25443438,164.6409778,148.268848,261.9174956,slightly_acidic,Silt Loam,Summer
Cucumbers,High,Short Day Period,22.16051506,1128.152937,6.946109577,9.842438401,516.6828724,56.51172811,49.19236285,42.68652117,68.89351791,neutral,Sandy Loam,Spring
Watermelon,High,Short Day Period,36.63472808,731.3857101,6.94114851,6.805652162,239.8761856,89.71118506,104.6192969,44.1219314,61.1216956,neutral,Silt Loam,Spring
Eggplants,High,Short Day Period,24.59556086,1578.513799,6.729644193,8.599508194,419.3753818,52.85964578,143.4659892,153.7235301,216.6883978,neutral,Sandy Loam,Summer
Lettuce,High,Day Neutral,13.20245876,1006.105171,6.745903859,14.32926821,519.6123439,59.84169929,135.5355019,44.52743628,211.7476125,neutral,Loam,Spring
Eggplants,High,Short Day Period,22.91572239,1466.008685,5.729825161,8.911951739,511.8259056,59.39597447,139.7428024,155.9521215,228.3632768,moderately_acidic,Sandy Clay Loam,Fall
Strawberry,Moderate,Day Neutral,13.49431455,624.9420365,6.127363586,12.35650133,477.528633,92.45906587,154.7980759,107.4523474,251.2887122,slightly_acidic,Loam,Spring
Grapes,High,Short Day Period,18.6736654,780.5308532,6.732352036,13.36356603,645.0496757,90.89578171,133.9160579,59.13906199,127.6913682,neutral,Loam,Fall
Cress,High,Short Day Period,14.02135109,1582.228418,6.351232227,10.92265619,254.2881129,46.76209611,95.06523641,72.09973379,114.170098,slightly_acidic,Clay Loam,Fall
Cabbage,High,Short Day Period,21.94117166,633.2967751,7.293250102,7.575721518,394.6835879,66.57730362,144.941886,86.76496821,201.3089511,neutral,Loam,Summer
Asparagus,High,Short Day Period,25.4162348,1189.098418,6.545563866,9.481059585,504.175736,50.69932947,159.4914497,64.67263098,172.0720918,neutral,Sandy Loam,Spring
Cauliflowers,High,Day Neutral,15.2754815,956.7713643,6.187900693,7.452103754,462.9585257,51.40234726,130.533498,104.6394644,186.4905314,slightly_acidic,Loam,Winter
Lettuce,Moderate,Short Day Period,17.65026811,1246.9622,6.117147692,14.05326168,451.9028366,74.45410552,143.4883667,37.92418212,210.012021,slightly_acidic,Sandy Loam,Spring
Watermelon,Moderate,Short Day Period,40.7341995,591.3589528,7.07112951,6.717856456,257.5079729,90.61045218,85.84279296,54.95700706,75.8317616,neutral,Sandy Loam,Summer
Arugula,High,Short Day Period,19.40503622,615.1252956,7.204491703,11.35695599,312.6865087,34.36585161,158.2979846,340.4392126,168.4663842,neutral,Loam,Spring
Radicchio,Moderate,Short Day Period,29.17264959,2370.622622,7.063277751,5.436878227,264.0088439,92.11633418,137.7014975,35.05746181,73.55714704,neutral,Loam,Spring
Green Peas,Moderate,Short Day Period,15.59840643,1008.913272,6.26799862,7.54145657,276.2749903,68.9088292,142.8858265,45.17260965,105.2589032,slightly_acidic,Sandy,Fall
Arugula,High,Day Neutral,25.58023372,817.4942552,7.630747763,10.94982108,204.3159546,39.7384626,152.1728713,325.2152119,153.7976698,alkaline,Sandy Clay Loam,Fall
Cucumbers,High,Short Day Period,25.05470123,1077.123779,6.763383282,9.812013753,489.4973016,67.3390636,48.94664912,20.20940924,70.7542813,neutral,Sandy Loam,Spring
Watermelon,High,Short Day Period,37.22173017,683.8056004,6.470659362,6.51393128,305.0432719,90.29573546,92.77489246,41.76466244,66.27576942,slightly_acidic,Sandy Loam,Summer
Radicchio,Moderate,Short Day Period,21.92541105,2245.30253,6.537757207,6.247191988,89.34068132,92.6892958,131.5946873,38.86767382,92.81964268,neutral,Loam,Fall
Potatoes,High,Day Neutral,22.77396213,772.4721636,5.976414583,6.508909688,413.1474765,62.48727275,208.6811399,63.1241909,164.7172659,moderately_acidic,Loam,Fall
Radicchio,Moderate,Short Day Period,9.273680006,1669.740927,6.074525162,8.784508718,113.1213025,92.61607847,124.4288353,46.25948311,85.38029006,slightly_acidic,Loam,Spring
Spinach,Moderate,Day Neutral,15.79609307,1162.62577,7.172693881,10.98326921,235.276929,68.50296129,129.9965849,69.79751926,62.37961348,neutral,Sandy Loam,Spring
Watermelon,High,Short Day Period,34.41607334,559.6483733,6.799755902,7.122087626,328.8042413,90.24690165,75.68847303,50.33381738,53.57497738,neutral,Silt Loam,Spring
Green Peas,High,Short Day Period,18.9613669,1070.508338,6.18791593,6.818655743,172.6541258,68.68169572,160.0249869,50.78870321,101.9342202,slightly_acidic,Silt Loam,Fall
Spinach,High,Short Day Period,20.42275863,1075.971749,6.169168679,11.35043609,221.2617621,48.23337254,135.9484839,69.13598541,63.57043673,slightly_acidic,Sandy Loam,Spring
Radicchio,Moderate,Short Day Period,21.82665577,1755.832523,6.514522872,7.034146774,166.7918586,92.56724383,127.3822473,42.40542732,85.51599938,neutral,Loam,Spring
Lettuce,Moderate,Day Neutral,18.63239418,1352.690177,6.465697148,13.4642335,616.6416584,62.24508562,137.4705607,45.05705044,227.3900453,slightly_acidic,Loam,Fall
Cabbage,High,Short Day Period,18.26919092,666.3142656,6.862986521,6.617510426,162.7408986,70.34642899,134.2211508,95.21695234,190.0497547,neutral,Sandy Loam,Fall
Green Peas,Moderate,Day Neutral,14.7975321,1058.140188,6.063744681,6.782284598,286.1327446,65.7045152,156.2937705,39.81802884,130.5940375,slightly_acidic,Silt Loam,Fall
Eggplants,High,Day Neutral,26.01422791,1381.730818,6.491734208,9.503326494,638.1997728,53.68235699,151.7464467,156.4131125,227.542975,slightly_acidic,Sandy Loam,Spring
Broccoli,High,Short Day Period,21.52113104,849.4768303,6.370248262,7.117017351,276.0317107,57.84016132,104.8259113,94.26314237,154.3801967,slightly_acidic,Loam,Winter
Kale,High,Day Neutral,17.05413359,772.6303001,5.722643981,11.30052514,82.36042891,92.11157229,152.8042172,63.24523007,107.7514739,moderately_acidic,Loam,Fall
Eggplants,High,Short Day Period,25.15986315,1343.028423,6.147910946,9.432659317,264.7362409,56.55727046,141.0380705,156.7295406,233.4720099,slightly_acidic,Silt Loam,Summer
Chilli Peppers,High,Short Day Period,19.87361434,952.0379583,6.14074461,7.173368636,531.2762871,77.48378065,352.0998375,141.9728075,487.130113,slightly_acidic,Loam,Summer
Asparagus,Moderate,Short Day Period,26.84983467,874.7612093,6.810511366,9.248361935,296.0941965,54.72470593,184.9860187,120.3113513,191.5421227,neutral,Loam,Spring
Broccoli,High,Short Day Period,19.83973536,629.1815555,6.925916538,6.731614047,536.8076306,51.39616635,93.31891939,105.9181061,168.9960516,neutral,Loam,Spring
Tomatoes,High,Short Day Period,26.87896071,529.144243,6.742812592,6.769276881,563.0330293,53.73497118,149.6090799,155.940072,318.0239884,neutral,Sandy Clay Loam,Summer
Radicchio,Moderate,Day Neutral,12.46175794,2073.565646,6.723104099,6.868916232,247.0887888,91.33233922,129.7899514,37.22838122,66.08057609,neutral,Loam,Spring
Arugula,Moderate,Short Day Period,17.69578094,562.5739875,7.286036819,10.78308738,316.3372556,38.82488407,158.1560649,354.4335993,162.6887349,neutral,Loam,Fall
Chilli Peppers,High,Short Day Period,30.08572302,911.2851221,6.88517393,6.101321323,912.3157477,79.53265191,356.1797877,138.7529526,525.304763,neutral,Loam,Spring
Lettuce,Moderate,Day Neutral,12.86081391,1294.50503,5.84935826,12.79989252,589.3114122,63.41489996,142.3055097,44.98746791,245.9506199,moderately_acidic,Sandy Loam,Spring
Grapes,Moderate,Day Neutral,16.96732113,772.6352997,5.47129741,12.25386917,640.5554332,93.40631309,149.091954,54.42124507,146.7995491,strongly_acidic,Sandy Clay Loam,Fall
Cucumbers,Moderate,Day Neutral,30.31811411,1083.334347,6.458073439,8.420928153,700.6796855,63.57413573,49.00265446,26.20758863,74.71311051,slightly_acidic,Sandy Loam,Fall
Beet,High,Short Day Period,17.58119082,649.3723141,6.647618294,6.066224039,109.3013348,99.16869006,114.3001118,173.113197,96.61951274,neutral,Sandy Loam,Fall
Watermelon,High,Short Day Period,32.84718891,608.0412501,6.595939686,6.844688305,267.8158856,89.21029424,80.26078913,37.25591249,36.53109232,neutral,Sandy Loam,Summer
Broccoli,High,Short Day Period,19.00875523,912.6303421,6.214127136,6.99604715,256.2205356,56.81067778,102.5961232,84.0161945,165.6403657,slightly_acidic,Silt Loam,Spring
Cucumbers,High,Short Day Period,23.59593585,1115.207949,6.395528915,9.023258625,740.6099278,81.71976657,48.28543987,27.88921841,72.99585747,slightly_acidic,Loam,Summer
Tomatoes,High,Short Day Period,29.59567062,442.0849346,5.769261814,7.008796079,619.413026,53.82424035,138.4502734,154.7032698,337.6413582,moderately_acidic,Sandy Loam,Summer
Chard,High,Day Neutral,15.34041638,832.3257761,6.838969968,12.96068627,942.2330729,45.01964675,126.6253836,234.2617938,424.5375877,neutral,Loam,Summer
Radicchio,High,Short Day Period,18.50587335,1574.29148,7.51588722,6.050260508,146.8461724,92.11740973,129.7683508,34.6528637,77.37042266,alkaline,Loam,Fall
Eggplants,Moderate,Day Neutral,25.10834729,1427.039588,6.196155602,10.57076423,717.6910279,58.6336748,138.185893,155.0393362,232.2968756,slightly_acidic,Sandy Loam,Fall
Cress,High,Day Neutral,18.98690433,1613.619108,6.990615183,11.30564408,335.4947277,48.16187827,90.93725994,96.40609865,99.1134312,neutral,Silt Loam,Spring
Broccoli,High,Short Day Period,18.82458184,838.4518574,6.680036352,7.35233882,451.1907192,59.55609838,101.6304209,104.8218429,154.9708457,neutral,Loam,Summer
Watermelon,High,Day Neutral,34.22642304,547.0306493,5.952606439,7.81866476,283.1175302,89.7090865,101.5797964,44.28794706,63.21013695,moderately_acidic,Clay Loam,Fall
Watermelon,High,Short Day Period,31.2522689,764.9757475,6.862643764,6.893993531,298.0663387,90.75547531,90.64636317,45.38155989,25.88668596,neutral,Sandy Loam,Fall
Green Peas,Moderate,Day Neutral,16.71424396,1047.692595,5.779525714,5.623888734,256.3685934,65.07086919,136.5379861,45.05791066,133.8540072,moderately_acidic,Silt Loam,Spring
Green Peas,Moderate,Short Day Period,22.4047294,982.4110406,6.210916762,7.403816795,310.2349177,66.04218931,125.4645326,30.19909049,85.77890501,slightly_acidic,Sandy Clay Loam,Spring
Watermelon,High,Short Day Period,43.41843868,634.8025165,6.558400272,6.895104399,339.505571,89.9451127,84.25152139,35.41627271,66.86210917,neutral,Sandy Loam,Spring
Endive,High,Day Neutral,22.13324933,1036.152468,7.481424459,12.65907446,270.3836286,47.58484411,54.76459809,124.5779437,160.7912834,alkaline,Loam,Spring
Watermelon,High,Short Day Period,37.04099946,700.7374854,6.356479003,6.073603096,298.4806774,89.86597571,85.59343705,65.27753719,60.77885327,slightly_acidic,Sandy Loam,Spring
Endive,Moderate,Day Neutral,19.46761206,1227.553109,6.717423242,12.76056304,253.885002,50.25153283,44.70234013,165.0301686,173.2813316,neutral,Loam,Spring
Cauliflowers,High,Short Day Period,16.00944924,855.0373375,6.269778389,4.845807027,491.8773578,56.71587094,158.7657558,105.6628391,194.4132978,slightly_acidic,Loam,Winter
Grapes,Moderate,Short Day Period,25.61227858,778.163642,6.325291683,13.31175779,673.2625969,93.90591245,143.1575782,57.0631024,131.2370046,slightly_acidic,Loam,Fall
Radicchio,Moderate,Short Day Period,28.64624241,1924.855841,6.571001277,5.430036852,149.5766437,92.51627054,121.0547271,38.77939259,66.56384999,neutral,Silt Loam,Spring
Kale,High,Day Neutral,16.38289054,775.9963352,5.817992624,10.94211209,68.82311277,95.52878205,196.5941605,61.76897284,143.7606983,moderately_acidic,Loam,Fall
Radicchio,Moderate,Short Day Period,31.59202949,2136.734547,6.594451213,6.967366202,198.6254834,96.34412758,134.118303,39.3754018,67.0144847,neutral,Loam,Spring
Green Peas,High,Short Day Period,12.15785329,958.1912176,5.734882813,7.442289537,313.2888877,65.58274529,144.0275389,41.03228039,124.7743799,moderately_acidic,Sandy,Spring
Eggplants,High,Short Day Period,24.59630701,1501.502742,6.887117508,9.12736915,369.2286257,51.98218419,141.9681797,159.0919866,228.5877927,neutral,Sandy Loam,Spring
Grapes,High,Short Day Period,14.23754008,758.3944692,5.894062701,12.07434151,584.5971487,94.28731588,138.1758514,52.02588898,125.1429467,moderately_acidic,Loam,Summer
Tomatoes,High,Short Day Period,23.09835491,598.8566163,6.366701073,7.520788986,685.9298091,50.58656439,144.7630683,149.132696,281.0247477,slightly_acidic,Loam,Spring
Chilli Peppers,Moderate,Short Day Period,20.10668683,1141.070647,5.766439695,13.82797186,836.3644436,82.45883953,328.7501144,147.2750782,545.4005015,moderately_acidic,Loam,Fall
Radicchio,Moderate,Short Day Period,16.89400559,1759.980448,6.936999908,6.407607178,255.9042642,96.0204783,138.2017801,38.8177768,94.46258024,neutral,Loam,Fall
Green Peas,High,Short Day Period,10.91513891,1126.377374,6.182803489,7.595782505,396.031479,64.09666011,136.6193702,37.74892009,150.721625,slightly_acidic,Sandy,Winter
Radicchio,Moderate,Short Day Period,24.02370628,1969.678478,6.897870965,6.350123568,197.7804132,95.52200907,134.4061943,36.89165623,85.31426001,neutral,Loam,Fall
Radicchio,High,Short Day Period,11.00073694,2091.72288,6.769313133,7.302232997,248.5328667,96.02826958,131.6582691,40.15483437,80.56710978,neutral,Loam,Fall
Asparagus,High,Short Day Period,23.45611489,925.2507219,6.250207826,8.840657136,416.7211542,47.26226062,160.5769355,95.37288346,212.8352323,slightly_acidic,Silt Loam,Spring
Grapes,Moderate,Short Day Period,25.93614518,774.8270689,6.50715336,13.19544914,517.6468946,94.95961106,151.1075296,57.65313818,144.7830423,neutral,Loam,Summer
Kale,High,Day Neutral,21.63268565,727.2171739,5.88419723,9.017211653,86.49021937,93.94227219,177.3793378,58.73196043,133.5541698,moderately_acidic,Loam,Summer
Grapes,Moderate,Day Neutral,25.73964639,788.2629921,4.819368711,13.40390832,684.1348873,94.32232081,134.4510412,66.0384673,127.0780214,strongly_acidic,Silt Loam,Fall
Endive,High,Day Neutral,21.37828987,1236.187171,7.302206038,12.37662138,210.0645862,49.49246337,50.51536875,135.6062922,173.9721314,alkaline,Loam,Spring
Arugula,Moderate,Short Day Period,21.8028429,788.0674954,7.626745277,11.3785707,273.4495896,35.28012824,160.9580105,341.5078049,168.1831053,alkaline,Loam,Spring
Eggplants,High,Day Neutral,25.56227796,1702.069853,6.201144452,7.951719487,450.0807298,52.09514428,146.002036,156.1268729,232.991274,slightly_acidic,Sandy Loam,Winter
Eggplants,High,Short Day Period,26.29948195,1149.683664,5.88089093,8.843676604,574.6076853,53.2383726,144.9760788,155.7971086,227.6626408,moderately_acidic,Sandy Loam,Summer
Grapes,High,Day Neutral,19.23131409,842.4205271,5.832453059,12.53232812,663.549896,91.03767878,143.1640265,66.81315818,124.2251434,moderately_acidic,Loam,Fall
Tomatoes,High,Short Day Period,21.82077394,546.6833281,5.894633865,6.810724269,549.5553764,51.78750867,144.0250964,161.6406106,288.6384829,moderately_acidic,Sandy Loam,Summer
Asparagus,High,Day Neutral,19.3275365,883.8927376,6.585760804,8.450562447,529.5386626,45.52373752,176.1492789,80.40588336,181.9960937,neutral,Sandy Loam,Spring
Grapes,Moderate,Short Day Period,25.86536432,753.6358165,5.794537812,12.57016918,668.8830219,92.04535464,158.952532,58.3889994,133.8468933,moderately_acidic,Loam,Fall
Strawberry,High,Day Neutral,18.50486732,623.8859079,6.485304994,13.72299705,401.7064759,92.86200857,181.8354772,120.103106,238.9589854,slightly_acidic,Loam,Winter
Cabbage,High,Day Neutral,20.73175805,471.9024686,6.488096641,7.540013549,541.9261104,58.85376881,130.6043326,54.29514462,184.1624274,slightly_acidic,Silt Loam,Spring
Spinach,High,Day Neutral,18.41049243,1044.740521,7.425597898,13.94575647,212.8872709,61.46047233,126.8369119,61.52171479,65.44813715,alkaline,Sandy Clay Loam,Spring
Asparagus,Moderate,Short Day Period,33.98822123,1119.345819,5.984484882,8.922196871,360.2031945,47.87776601,151.0896271,62.11227329,177.5154415,moderately_acidic,Sandy Loam,Spring
Broccoli,High,Short Day Period,22.64745622,930.9211184,6.924603469,6.50986715,335.9041909,60.22894967,111.2314212,112.8369611,176.641743,neutral,Sandy Clay Loam,Summer
Radicchio,Moderate,Short Day Period,14.83824321,1944.748917,7.011417057,7.83608438,181.6303578,92.37953028,122.6022678,41.11463956,76.2219648,neutral,Clay Loam,Spring
Cabbage,Moderate,Short Day Period,22.37959685,704.0780092,6.34416997,7.968262827,364.5125271,73.12728882,125.1063944,80.70274858,194.6728345,slightly_acidic,Silt Loam,Spring
Potatoes,Moderate,Short Day Period,17.00051877,545.5703461,5.191129901,7.329914708,310.7154588,68.56165575,225.5135303,87.93814108,149.9040918,strongly_acidic,Loam,Fall
Cabbage,High,Short Day Period,14.71604336,929.2789783,7.979711713,6.945993763,200.1538761,65.53682369,156.1842818,102.5471248,182.8991981,alkaline,Loam,Fall
Cress,High,Short Day Period,15.15586907,1245.84112,6.299301125,10.04014674,345.5271156,44.33509154,103.4964558,83.73729781,53.5481106,slightly_acidic,Sandy Clay Loam,Spring
Tomatoes,High,Short Day Period,22.06829446,516.6871226,6.432194797,7.203102516,738.9440799,53.88554068,120.1243909,158.9391293,305.8542149,slightly_acidic,Sandy Loam,Spring
Cucumbers,High,Short Day Period,25.52846954,1074.583695,6.796470788,8.645352096,439.5052664,72.00409126,47.15638242,31.42232685,69.59954171,neutral,Loam,Spring
Spinach,High,Short Day Period,21.00048803,1016.769506,7.10523667,9.495371306,197.4295763,42.71080538,129.3962542,59.32059186,58.17329673,neutral,Sandy Loam,Spring
Strawberry,Moderate,Short Day Period,15.15680285,821.1468454,6.179529285,13.93272499,465.0957532,94.37041261,182.6859247,116.9356914,228.5271166,slightly_acidic,Loam,Summer
Asparagus,High,Day Neutral,23.21691251,1131.058665,6.554500209,8.862597801,376.5707838,48.41975429,160.6234104,80.68497454,170.9323345,neutral,Sandy Loam,Winter
Spinach,High,Day Neutral,13.68955095,1125.220589,6.389050475,12.53967257,229.9626472,46.07524254,107.2257797,67.02611615,63.36611518,slightly_acidic,Sandy Loam,Fall
Endive,High,Day Neutral,13.92491523,1420.01173,7.207728909,13.22965825,216.5448955,52.46052277,60.0765114,101.724009,192.8507495,neutral,Loam,Spring
Beet,Moderate,Short Day Period,17.81599531,582.5802357,6.598335402,5.896862759,96.5542984,99.15825889,139.5792566,167.6105543,112.9522552,neutral,Sandy Clay Loam,Winter
Asparagus,High,Short Day Period,28.81759707,897.1772346,6.239511429,8.873728498,424.1786223,53.88494673,140.1315463,76.76714822,178.8916197,slightly_acidic,Silt Loam,Spring
Eggplants,High,Short Day Period,24.62750829,1337.311529,6.080649101,9.078812795,624.3837053,57.4058507,137.8994694,153.8531044,220.04667,slightly_acidic,Loam,Fall
Arugula,Moderate,Day Neutral,19.52199422,856.4378221,7.350375656,10.9024238,268.0505217,33.41094821,169.6444293,341.7910585,156.1778614,alkaline,Loam,Spring
Asparagus,Moderate,Short Day Period,22.50702247,848.107246,6.420730904,9.210893033,387.3993483,49.37917049,151.2415258,82.419423,168.0086447,slightly_acidic,Sandy Loam,Fall
Beet,High,Short Day Period,18.99008155,744.446467,6.591416276,6.333924594,90.87910896,99.10873628,115.8888991,174.9015802,99.32775985,neutral,Sandy Loam,Fall
